"COUNTRY","Country","ISC11_LEVEL_CAT","Level of education","REF_SECTOR","Reference sector","INDICATOR","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.3,,
"NLD","Netherlands","L0","Early childhood education  (ISCED2011 level 0)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.6,,
"NLD","Netherlands","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.2,,
"NLD","Netherlands","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.2,,
"NLD","Netherlands","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.3,,
"NLD","Netherlands","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.6,,
"NLD","Netherlands","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.2,,
"NLD","Netherlands","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.2,,
"NLD","Netherlands","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.6,,
"NLD","Netherlands","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16,,
"NLD","Netherlands","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,18.6,,
"NLD","Netherlands","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.2,,
"NLD","Netherlands","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,20.1,,
"NLD","Netherlands","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,20.1,,
"NLD","Netherlands","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.8,,
"NLD","Netherlands","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L6T8","ISCED2011 levels 6 to 8","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L6T8","ISCED2011 levels 6 to 8","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.8,,
"NLD","Netherlands","L6T8","ISCED2011 levels 6 to 8","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.8,,
"NLD","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NLD","Netherlands","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.4,,
"NLD","Netherlands","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NLD","Netherlands","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.4,,
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"NZL","New Zealand","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,6,,
"NZL","New Zealand","L0","Early childhood education  (ISCED2011 level 0)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,5.7,,
"NZL","New Zealand","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,6,,
"NZL","New Zealand","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,6,,
"NZL","New Zealand","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NZL","New Zealand","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,4.2,,
"NZL","New Zealand","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,3.5,,
"NZL","New Zealand","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,4.3,,
"NZL","New Zealand","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,4.3,,
"NZL","New Zealand","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NZL","New Zealand","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,7.7,,
"NZL","New Zealand","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,8.8,,
"NZL","New Zealand","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,7.7,,
"NZL","New Zealand","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,7.7,,
"NZL","New Zealand","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.4,,
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.5,,
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.5,,
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.5,,
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.4,,
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.6,,
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.7,,
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.7,,
"NZL","New Zealand","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.3,,
"NZL","New Zealand","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.6,,
"NZL","New Zealand","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.6,,
"NZL","New Zealand","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.7,,
"NZL","New Zealand","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,10.1,,
"NZL","New Zealand","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.8,,
"NZL","New Zealand","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.1,,
"NZL","New Zealand","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.9,,
"NZL","New Zealand","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.7,,
"NZL","New Zealand","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.3,,
"NZL","New Zealand","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,20.9,,
"NZL","New Zealand","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,22.3,,
"NZL","New Zealand","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.7,,
"NZL","New Zealand","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.8,,
"NZL","New Zealand","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.9,,
"NZL","New Zealand","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.3,,
"NZL","New Zealand","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,18.1,,
"NZL","New Zealand","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.4,,
"NZL","New Zealand","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.5,,
"NZL","New Zealand","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,26.6,,
"NZL","New Zealand","L6T8","ISCED2011 levels 6 to 8","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.3,,
"NZL","New Zealand","L6T8","ISCED2011 levels 6 to 8","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.3,,
"NZL","New Zealand","L6T8","ISCED2011 levels 6 to 8","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.9,,
"NZL","New Zealand","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.7,,
"NZL","New Zealand","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,38.9,,
"NZL","New Zealand","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.1,,
